CODICE_COMUNE;CODICE_ISTAT;PROGRESSIVO_NAZIONALE;CODICE_COMUNALE;ODONIMO;LOCALITA';TOTALE_ACCESSI;DIZIONE_LINGUA1;DIZIONE_LINGUA2;unnamed_10
M208;079160;1246240;;VIA MAESTRALE;;0;;;
M208;079160;1245594;;VIA MAGENTA;;51;;;
M208;079160;1245595;;VIA MAGGIORDOMO;;25;;;
M208;079160;1245596;;VIA MAGGIORE TOSELLI;;20;;;
M208;079160;1245597;;VIA MAGNA GRECIA;;9;;;
M208;079160;1245601;;VIA MALVASIA;;0;;;
M208;079160;1245605;;VIA MANDONI;;28;;;
M208;079160;1246136;;VIA MANLIO ROSSI DORIA;;10;;;
M208;079160;1244996;;VIA MARASCO;;29;;;
M208;079160;1245608;;VIA MARCHE;;23;;;
M208;079160;1246222;;VIA MARCO BIAGI;;3;;;
M208;079160;1246107;;VIA MARIA LUZZO;;46;;;
M208;079160;1245613;;VIA MARIO PAOLA;;24;;;
M208;079160;1245615;;VIA MARSALA;;6;;;
M208;079160;1245618;;VIA MARTE;;5;;;
M208;079160;1245619;;VIA MARTIN LUTHER KING;;0;;;
M208;079160;1245620;;VIA MARTIRI DI NASSIRYIA;;4;;;
M208;079160;1245623;;VIA MARZABOTTO;;6;;;
M208;079160;1245624;;VIA MASSIMO CAMPIGLI;;8;;;
M208;079160;1246229;;VIA MASSIMO D'ANTONA;;29;;;
M208;079160;1245626;;VIA MATTEO DE BIASE;;8;;;
M208;079160;1245627;;VIA MATTIA PRETI;;6;;;
M208;079160;1245631;;VIA MEDAGLIE D'ORO;;12;;;
M208;079160;1245632;;VIA MEDICO LUIGI STELLA;;1;;;
M208;079160;1245638;;VIA METAURO;NICASTRO;8;;;
M208;079160;1245639;;VIA MICHELANGELO BUONARROTI;;48;;;
M208;079160;1245641;;VIA MICHELE NICOTERA;;18;;;
M208;079160;1245722;;VIA MICHELE PANE;;17;;;
M208;079160;1245643;;VIA MILANO;;70;;;
M208;079160;1246197;;VIA MILAZZO;;12;;;
M208;079160;1245645;;VIA MILITE IGNOTO;;94;;;
M208;079160;1245647;;VIA MINERVA;;3;;;
M208;079160;1246208;;VIA MIRELLA STAGLIANO';;12;;;
M208;079160;1245376;;VIA MOHANDAS KARAMCHAND GANDHI;;31;;;
M208;079160;1245651;;VIA MOLISE;;24;;;
M208;079160;1245652;;VIA MONACI;;14;;;
M208;079160;1245783;;VIA MONSIGNOR AZIO DAVOLI;;172;;;
M208;079160;1245654;;VIA MONSIGNOR COSTANZO;;11;;;
M208;079160;1245658;;VIA MONSIGNOR SAVERIO GATTI;;17;;;
M208;079160;1245650;;VIA MONSIGNOR VITTORIO MOIETTA;;8;;;
M208;079160;1245655;;VIA MONSIGNORE EUGENIO GIAMBRO';;4;;;
M208;079160;1245656;;VIA MONSIGNORE FRANCESCO MAIOLO;;14;;;
M208;079160;1245657;;VIA MONSIGNORE RENATO LUISI;;36;;;
M208;079160;1246126;;VIA MONSONI;;1;;;
M208;079160;1245660;;VIA MONTALTO;;2;;;
M208;079160;1245661;;VIA MONTANARA;;15;;;
M208;079160;1246095;;VIA MONTE BOTTE DONATO;;11;;;
M208;079160;1246291;;VIA MONTE CARDONETO;;16;;;
M208;079160;1245662;;VIA MONTE CARRUMANGO;;3;;;
M208;079160;1245663;;VIA MONTE COCUZZO;;6;;;
M208;079160;1246194;;VIA MONTE COMUNELLI;;4;;;
M208;079160;1246119;;VIA MONTE CONTRO';;5;;;
M208;079160;1245664;;VIA MONTE COVELLO;;2;;;
M208;079160;1245665;;VIA MONTE CRISTO;;13;;;
M208;079160;1246093;;VIA MONTE FAETO;;2;;;
M208;079160;1246096;;VIA MONTE GARIGLIONE;;10;;;
M208;079160;1246092;;VIA MONTE GIOVE;;2;;;
M208;079160;1246152;;VIA MONTE MANCUSO;;6;;;
M208;079160;1245666;;VIA MONTE PELLEGRINO;;9;;;
M208;079160;1245667;;VIA MONTE PIZZUTO;;10;;;
M208;079160;1245668;;VIA MONTE PORTELLA;;2;;;
M208;079160;1245669;;VIA MONTE REVENTINO;;25;;;
M208;079160;1245670;;VIA MONTE RUGGIERO;;3;;;
M208;079160;1246151;;VIA MONTE SAN NICOLA;;4;;;
M208;079160;1246094;;VIA MONTE SANTA MARIA;;4;;;
M208;079160;1246091;;VIA MONTE SANT'ELIA;;6;;;
M208;079160;1246128;;VIA MONTE SANTO;;1;;;
M208;079160;1245671;;VIA MONTE SCUDIERO;;3;;;
M208;079160;1246118;;VIA MONTE SCURO;;12;;;
M208;079160;1246178;;VIA MONTE SORBELLO;;1;;;
M208;079160;1246239;;VIA MONTE SPINA;;31;;;
M208;079160;1245672;;VIA MONTE TIRIOLO;;10;;;
M208;079160;1245673;;VIA MONTEBELLO;;42;;;
M208;079160;1245674;;VIA MONTEGRAPPA;;25;;;
M208;079160;1245675;;VIA MONTELLO;;8;;;
M208;079160;1245676;;VIA MONTELUNGO;;3;;;
M208;079160;1245677;;VIA MONTENERO;;9;;;
M208;079160;1245679;;VIA MONZABANO;;18;;;
M208;079160;1245680;;VIA MOSCONA';;8;;;
M208;079160;1246165;;VIA NAPOLEONE BRUNO RUBERTO;;13;;;
M208;079160;1245685;;VIA NAPOLI;;17;;;
M208;079160;1245686;;VIA NAZARIO SAURO;;18;;;
M208;079160;1245690;;VIA NICCOLO' PAGANINI;;18;;;
M208;079160;1245972;;VIA NICCOLO' TOMMASEO;;16;;;
M208;079160;1246183;;VIA NICE GARGANO;;16;;;
M208;079160;1245691;;VIA NICOLA DA SAMBIASE FRATE;;12;;;
M208;079160;1245692;;VIA NICOLA FRANZI';;4;;;
M208;079160;1245697;;VIA NICOLA MISASI;SAMBIASE;5;;;
M208;079160;1245693;;VIA NICOLA NICOTERA;;32;;;
M208;079160;1245700;;VIA NICOLA SPOSATO;;86;;;
M208;079160;1246273;;VIA NICOTERA;;16;;;
M208;079160;1246146;;VIA NINFA GIUSTI NICOTERA;;3;;;
M208;079160;1245694;;VIA NINO BIXIO;;11;;;
M208;079160;1245696;;VIA NIOLA;;8;;;
M208;079160;1245698;;VIA NOBILE;;35;;;
M208;079160;1245703;;VIA NUNZIO;;14;;;
M208;079160;1245704;;VIA OCINARO;;7;;;
M208;079160;1245707;;VIA OSLAVIA;;14;;;
M208;079160;1245710;;VIA OSPEDALE;;3;;;
M208;079160;1246260;;VIA OSVALDO CERMINARA;;12;;;
M208;079160;1245711;;VIA PABLO NERUDA;;14;;;
M208;079160;1246217;;VIA PADRE ANTONIO DA OLIVADI;;1;;;
M208;079160;1245289;;VIA PADRE ELIA IANNAZZO;;32;;;
M208;079160;1245712;;VIA PADRE FRANCESCO LONGO;;26;;;
M208;079160;1246287;;VIA PADRE FRANCESCO MARIA GATTO;;8;;;
M208;079160;1245713;;VIA PADRE FRANCESCO TROMBETTA;;8;;;
M208;079160;1245714;;VIA PADRE LUIGI ALLEVATO;;20;;;
M208;079160;1245640;;VIA PADRE MICHELE DA SAMBIASE;;35;;;
M208;079160;1246247;;VIA PADRE PIO DA PIETRALCINA;;0;;;
M208;079160;1245715;;VIA PALADINO;;9;;;
M208;079160;1245717;;VIA PALERMO;;37;;;
M208;079160;1245718;;VIA PALESTRO;;53;;;
M208;079160;1245720;;VIA PALMIERI;;14;;;
M208;079160;1245721;;VIA PALMIRO TOGLIATTI;;13;;;
M208;079160;1245724;;VIA PAOLINO CERRA;;8;;;
M208;079160;1245725;;VIA PAOLO ORSI;;8;;;
M208;079160;1245727;;VIA PAPA MARCELLO SECONDO;;16;;;
M208;079160;1245726;;VIA PAPA PAOLO SESTO;;9;;;
M208;079160;1245757;;VIA PAPA PIO DODICESIMO;;5;;;
M208;079160;1245730;;VIA PARTENOPE;;14;;;
M208;079160;1245732;;VIA PASQUALE CELLI;;18;;;
M208;079160;1246205;;VIA PASQUALE CERRA;;5;;;
M208;079160;1245745;;VIA PASQUALE D'AMICO;;6;;;
M208;079160;1245733;;VIA PASQUALE GIULIANI;;11;;;
M208;079160;1246206;;VIA PASQUALE PALADINO;;6;;;
M208;079160;1246281;;VIA PAUL HARRIS;;13;;;
M208;079160;1245143;;VIA PER CATANZARO;;1;;;
M208;079160;1245742;;VIA PER PIANO LUPPINO;;12;;;
M208;079160;1245738;;VIA PESCHIERA;;15;;;
M208;079160;1245744;;VIA PIAVE;;52;;;
M208;079160;1245746;;VIA PIEDICHIUSA;;12;;;
M208;079160;1245748;;VIA PIEMONTE;;20;;;
M208;079160;1246189;;VIA PIERO GOBETTI;;6;;;
M208;079160;1245749;;VIA PIERSANTI MATTARELLA;;25;;;
M208;079160;1245750;;VIA PIETRO ANTONIO MARASCO;;20;;;
M208;079160;1245752;;VIA PIETRO BADOGLIO;;35;;;
M208;079160;1246231;;VIA PIETRO MANCINI;;17;;;
M208;079160;1245753;;VIA PIETRO MASCAGNI;;13;;;
M208;079160;1245754;;VIA PIETRO NENNI;;60;;;
M208;079160;1246144;;VIA PIRO;;12;;;
M208;079160;1245760;;VIA PISA;;33;;;
M208;079160;1245761;;VIA PISANELLI;;38;;;
M208;079160;1245762;;VIA PITAGORA;;25;;;
M208;079160;1245764;;VIA PO;;44;;;
M208;079160;1245765;;VIA PODGORA;;5;;;
M208;079160;1245766;;VIA POERIO;;76;;;
M208;079160;1245769;;VIA POLICARO;;0;;;
M208;079160;1246195;;VIA PONENTINO;;1;;;
M208;079160;1245771;;VIA PONTE SANT'ANTONIO;;16;;;
M208;079160;1245778;;VIA PROCESSIONE STOCCO;;0;;;
M208;079160;1245781;;VIA PRUNIA;;42;;;
M208;079160;1245782;;VIA PUBLIO VIRGILIO MARONE;;39;;;
M208;079160;1245784;;VIA PUGLIE;;27;;;
M208;079160;1245787;;VIA QUARTO;;2;;;
M208;079160;1245789;;VIA RAFFAELE CUPARO;;7;;;
M208;079160;1246280;;VIA RAFFAELE LONGO;;20;;;
M208;079160;1245805;;VIA RAFFAELE MATARAZZO;;41;;;
M208;079160;1246201;;VIA RAFFAELE TETI;;26;;;
M208;079160;1245790;;VIA RAFFAELLO SANZIO;;2;;;
M208;079160;1245792;;VIA RAZIONALE;;41;;;
M208;079160;1245793;;VIA RE DI PUGLIA;;3;;;
M208;079160;1245794;;VIA REGGIO CALABRIA;;2;;;
M208;079160;1245795;;VIA REGINA ELENA;;90;;;
M208;079160;1245796;;VIA REGINA MARGHERITA;;82;;;
M208;079160;1245798;;VIA RENO;;9;;;
M208;079160;1245799;;VIA RICCARDO FORTINA;;5;;;
M208;079160;1245800;;VIA RICCARDO LOMBARDI;;59;;;
M208;079160;1246164;;VIA ROBERT BADEN POWELL;;27;;;
M208;079160;1245806;;VIA ROBERTA LANZINO;;102;;;
M208;079160;1245808;;VIA ROBERTO IL GUISCARDO;;236;;;
M208;079160;1245809;;VIA ROCCO SCOTELLARO;;17;;;
M208;079160;1245810;;VIA ROMA;;23;;;
M208;079160;1246223;;VIA ROSALBINO DE SANDO;;1;;;
M208;079160;1245817;;VIA RUGGERO D'ALTAVILLA;;11;;;
M208;079160;1245818;;VIA SABOTINO;;1;;;
M208;079160;1245820;;VIA SACERDOTE ALFONSO GENOVESE;;12;;;
M208;079160;1245821;;VIA SACERDOTE ANDREA VESCIO;;25;;;
M208;079160;1245822;;VIA SACERDOTE ANTONINO DI FIORE;;18;;;
M208;079160;1245823;;VIA SACERDOTE ANTONIO GRASSO;;20;;;
M208;079160;1245824;;VIA SACERDOTE GIOVANNI DE SENATORE;;4;;;
M208;079160;1246088;;VIA SALVATOR ROSA;;12;;;
M208;079160;1246083;;VIA SALVATORE AVERSA E LUCIA PRECENZANO;;42;;;
M208;079160;1245325;;VIA SALVATORE FIMIANI;;23;;;
M208;079160;1245827;;VIA SALVATORE FODERARO;;228;;;
M208;079160;1246172;;VIA SALVATORE GASPERONI;;19;;;
M208;079160;1245828;;VIA SALVATORE MICELI;;194;;;
M208;079160;1245829;;VIA SALVATORE QUASIMODO;;13;;;
M208;079160;1245830;;VIA SALVATORE RENDA;;1;;;
M208;079160;1245831;;VIA SALVATORE SCILLIA;;14;;;
M208;079160;1245832;;VIA SALVATORE TROPEA;;12;;;
M208;079160;1245833;;VIA SALVEMINI;;11;;;
M208;079160;1245835;;VIA SAMBIASE;;0;;;
M208;079160;1245870;;VIA SAMBIASE SANSEVERINO;;0;;;
M208;079160;1245838;;VIA SAN DOMENICO;;39;;;
M208;079160;1246145;;VIA SAN FERMO;;19;;;
M208;079160;1245844;;VIA SAN GIOVANNI;;26;;;
M208;079160;1245848;;VIA SAN GIUSTO;;53;;;
M208;079160;1245850;;VIA SAN MARTINO;;18;;;
M208;079160;1245851;;VIA SAN MICHELE;;22;;;
M208;079160;1245858;;VIA SAN ROCCO;;1;;;
M208;079160;1245869;;VIA SANDRO PERTINI;;2;;;
M208;079160;1245871;;VIA SANTA BERNARDETTE;;11;;;
M208;079160;1245878;;VIA SANTA LUCIA;;43;;;
M208;079160;1245881;;VIA SANTA MARIA;;65;;;
M208;079160;1245882;;VIA SANTA MARIA DELLE GRAZIE;;19;;;
M208;079160;1245885;;VIA SANTA SOFIA;;9;;;
M208;079160;1245894;;VIA SANTISSIMO ROSARIO;;2;;;
M208;079160;1245895;;VIA SANTISSIMO SALVATORE;;42;;;
M208;079160;1245896;;VIA SANTO SIDERO;;2;;;
M208;079160;1245863;;VIA SANTO TEODORO;;30;;;
M208;079160;1245898;;VIA SANT'UMILE DI BISIGNANO;;21;;;
M208;079160;1245899;;VIA SAPRI;;25;;;
M208;079160;1245900;;VIA SARDEGNA;;13;;;
M208;079160;1245901;;VIA SARNO;;16;;;
M208;079160;1245902;;VIA SATURNO;;14;;;
M208;079160;1245903;;VIA SAVERIO D'IPPOLITO;;14;;;
M208;079160;1245905;;VIA SAVUTANO;;77;;;
M208;079160;1245907;;VIA SCALFARO;;10;;;
M208;079160;1245908;;VIA SCARAMUZZINO;;85;;;
M208;079160;1245910;;VIA SCAVELLO;;16;;;
M208;079160;1245912;;VIA SCESA MERCATO VECCHIO;;6;;;
M208;079160;1245917;;VIA SCIRO';;29;;;
M208;079160;1245920;;VIA SEBASTIANO GUZZI;;18;;;
M208;079160;1245921;;VIA SELE;;26;;;
M208;079160;1245923;;VIA SENATORE ARTURO PERUGINI;;41;;;
M208;079160;1245777;;VIA SENATORE PRIMERANO;;17;;;
M208;079160;1245924;;VIA SERRA;;8;;;
M208;079160;1245927;;VIA SEVERINO BOEZIO;;41;;;
M208;079160;1245929;;VIA SICILIA;;6;;;
M208;079160;1245930;;VIA SILA;;24;;;
M208;079160;1245213;;VIA SILVESTRO D'AUDINO;;19;;;
M208;079160;1245455;;VIA SINOPOLI;;62;;;
M208;079160;1245936;;VIA SOLFERINO;;29;;;
M208;079160;1245938;;VIA SOTTOTENENTE NOTARO;;31;;;
M208;079160;1245942;;VIA SPARTIVENTO;;38;;;
M208;079160;1245943;;VIA SPAVENTA;;5;;;
M208;079160;1245947;;VIA STATTI VIGNOLA;;39;;;
M208;079160;1245951;;VIA STOCCO;;9;;;
M208;079160;1245956;;VIA TAGLIAMENTO;;28;;;
M208;079160;1245958;;VIA TALETE;;29;;;
M208;079160;1245960;;VIA TERINA;;25;;;
M208;079160;1245963;;VIA TERRAVECCHIA;;4;;;
M208;079160;1245965;;VIA TEVERE;;18;;;
M208;079160;1246269;;VIA THOMAS EDISON;;23;;;
M208;079160;1245966;;VIA TICINO;;15;;;
M208;079160;1245967;;VIA TIMAVO;;37;;;
M208;079160;1245969;;VIA TIMPONE;;55;;;
M208;079160;1245970;;VIA TIZIANO;;4;;;
M208;079160;1245973;;VIA TOMMASO CAMPANELLA;;40;;;
M208;079160;1246159;;VIA TOMMASO COLLOCA;;30;;;
M208;079160;1245975;;VIA TOMMASO MARIA FUSCO;;66;;;
M208;079160;1245976;;VIA TORINO;;27;;;
M208;079160;1245977;;VIA TORQUATO TASSO;;40;;;
M208;079160;1245978;;VIA TORRE;;41;;;
M208;079160;1245987;;VIA TOSCANA;;61;;;
M208;079160;1246125;;VIA TRAMONTANA;;1;;;
M208;079160;1245990;;VIA TRE PONTI;;2;;;
M208;079160;1245993;;VIA TREMPA;;15;;;
M208;079160;1245997;;VIA TRENTINO;;1;;;
M208;079160;1245998;;VIA TRENTO;;87;;;
M208;079160;1246000;;VIA TRIESTE;;7;;;
M208;079160;1246003;;VIA UBALDO DE' MEDICI;;23;;;
M208;079160;1246221;;VIA UGO AMALDI;;2;;;
M208;079160;1246005;;VIA UGO FOSCOLO;;10;;;
M208;079160;1246006;;VIA UGO LA MALFA;;13;;;
M208;079160;1246007;;VIA UMBERTO BOCCIONI;;66;;;
M208;079160;1246008;;VIA UMBERTO I;;20;;;
M208;079160;1246009;;VIA UMBERTO SABA;;19;;;
M208;079160;1246011;;VIA UMBRIA;;38;;;
M208;079160;1246018;;VIA VACCARIZZO;;0;;;
M208;079160;1245271;;VIA VECCHIA DI MAIDA;;0;;;
M208;079160;1246028;;VIA VENETO;;16;;;
M208;079160;1246029;;VIA VENEZIA;;35;;;
M208;079160;1246038;;VIA VIGNOLA STELLA;;31;;;
M208;079160;1246109;;VIA VINCENZINA DE MARIA;;22;;;
M208;079160;1245046;;VIA VINCENZO BELLINI;;2;;;
M208;079160;1246044;;VIA VINCENZO BILOTTA;;9;;;
M208;079160;1246045;;VIA VINCENZO MAIONE;;14;;;
M208;079160;1246046;;VIA VINCENZO PADULA;;10;;;
M208;079160;1246174;;VIA VINCENZO SMIRNE;;30;;;
M208;079160;1246047;;VIA VINCENZO TUCCI;;13;;;
M208;079160;1246048;;VIA VINICIO CORTESE;;17;;;
M208;079160;1246049;;VIA VINILUZZA;;0;;;
M208;079160;1246052;;VIA VITO GALATI;;9;;;
M208;079160;1246053;;VIA VITTORIO ALFIERI;;0;;;
M208;079160;1246054;;VIA VITTORIO BACHELET;;2;;;
M208;079160;1246025;;VIA VITTORIO CATALDI;;10;;;
M208;079160;1246056;;VIA VITTORIO VENETO;SAMBIASE;1;;;
M208;079160;1246058;;VIA VOLTURNO;;32;;;
M208;079160;1246068;;VIA XX SETTEMBRE;;128;;;
M208;079160;1246069;;VIA XXIV MAGGIO;;6;;;
M208;079160;1246070;;VIA XXV APRILE;;4;;;
M208;079160;1246071;;VIA ZALEUCO DI LOCRI;;16;;;
M208;079160;1246072;;VIA ZANELLATI;;1;;;
M208;079160;1246073;;VIA ZANOTTI BIANCO;;12;;;
M208;079160;1246075;;VIA ZARA;;36;;;
M208;079160;1246124;;VIA ZEFIRO;;0;;;
M208;079160;1246078;;VIA ZONA INDUSTRIALE;;0;;;
M208;079160;1246079;;VIA ZUCCHERIFICIO;;5;;;
M208;079160;1246080;;VIA ZUPPELLO;;12;;;
M208;079160;1245231;;VIALE DEI GIARDINI;;51;;;
M208;079160;1245236;;VIALE DEI MILLE;;59;;;
M208;079160;1245254;;VIALE DELLA LIBERTA';;18;;;
M208;079160;1245303;;VIALE EUROPA;;45;;;
M208;079160;1245459;;VIALE GUGLIELMO MARCONI;;283;;;
M208;079160;1246258;;VIALE MICHELANGELO;;5;;;
M208;079160;1245486;;VIALE PRIMO MAGGIO;;76;;;
M208;079160;1246256;;VIALE SALVATORE RAFFAELE;;61;;;
M208;079160;1245773;;VIALE SALVEMINI;;0;;;
M208;079160;1245330;;VIALE SAN BRUNO;;90;;;
M208;079160;1246246;;VIALE SAN FRANCESCO DI PAOLA;;1;;;
M208;079160;1245948;;VIALE STAZIONE;;8;;;
M208;079160;1245149;;VICO BERNARDI;;0;;;
M208;079160;1245096;;VICO CANE;;0;;;
M208;079160;1245097;;VICO CANNE;;1;;;
M208;079160;1245107;;VICO CAPORALE;;0;;;
M208;079160;1245179;;VICO CONFORTI;;4;;;
M208;079160;1246061;;VICO DECIMO DI VIA TIMPONE;;4;;;
M208;079160;1245637;;VICO DI LARGO MERCURIO;;2;;;
M208;079160;1245687;;VICO DI LARGO NETTUNO;;5;;;
M208;079160;1245840;;VICO DI LARGO SAN FRANCESCO;;6;;;
M208;079160;1245090;;VICO DI VIA CALIA;;58;;;
M208;079160;1245152;;VICO DI VIA CERASO;;2;;;
M208;079160;1245164;;VICO DI VIA CITTADELLA;;1;;;
M208;079160;1246278;;VICO DI VIA DOMENICO PORCHIO;;55;;;
M208;079160;1245335;;VICO DI VIA FONTE;;5;;;
M208;079160;1246263;;VICO DI VIA GARDONE;;2;;;
M208;079160;1246089;;VICO DI VIA GIOVANNI SALADINI;;7;;;
M208;079160;1245567;;VICO DI VIA LAZIO;;4;;;
M208;079160;1245590;;VICO DI VIA LUPIA;;33;;;
M208;079160;1245644;;VICO DI VIA MILAZZO;;11;;;
M208;079160;1245695;;VICO DI VIA NIOLA;;0;;;
M208;079160;1245955;;VICO DI VIA TAGLIAMENTO;;21;;;
M208;079160;1245989;;VICO DI VIA TRE PONTI;;7;;;
M208;079160;1245772;;VICO DOMENICO PORCHIO;;0;;;
M208;079160;1245356;;VICO FRATELLI BANDIERA;SAMBIASE;1;;;
M208;079160;1245826;;VICO GIOVANNI SALADINI;;0;;;
M208;079160;1245560;;VICO NONO DI VIA TIMPONE;;14;;;
M208;079160;1245706;;VICO ORTO;;1;;;
M208;079160;1246226;;VICO OTTAVO DI VIA BELVEDERE;;1;;;
M208;079160;1246043;;VICO OTTAVO DI VIA TIMPONE;;5;;;
M208;079160;1245986;;VICO OTTAVO DI VIA TORRE;;4;;;
M208;079160;1245735;;VICO PERILLO;;24;;;
M208;079160;1245737;;VICO PESCE;;5;;;
M208;079160;1245775;;VICO PRETE;;5;;;
M208;079160;1245056;;VICO PRIMO BLASCHI;;1;;;
M208;079160;1245077;;VICO PRIMO CAFALDO;;4;;;
M208;079160;1245183;;VICO PRIMO DI CORSO DELLA REPUBBLICA;;8;;;
M208;079160;1245492;;VICO PRIMO DI CORSO VITTORIO EMANUELE;;2;;;
M208;079160;1245463;;VICO PRIMO DI VIA BELVEDERE;;28;;;
M208;079160;1245464;;VICO PRIMO DI VIA CALVARIO;;3;;;
M208;079160;1245606;;VICO PRIMO DI VIA CAPITANO MANFREDI;;0;;;
M208;079160;1245468;;VICO PRIMO DI VIA CAVOUR;;0;;;
M208;079160;1245174;;VICO PRIMO DI VIA CONCIAPELLE;;3;;;
M208;079160;1245465;;VICO PRIMO DI VIA CORTESE;;7;;;
M208;079160;1245189;;VICO PRIMO DI VIA COSTANZO;;5;;;
M208;079160;1245241;;VICO PRIMO DI VIA DEI NORMANNI;;7;;;
M208;079160;1245315;;VICO PRIMO DI VIA FERRUCCIO;;5;;;
M208;079160;1246090;;VICO PRIMO DI VIA FRANCASCO FIORENTINO;;3;;;
M208;079160;1245483;;VICO PRIMO DI VIA GARIBALDI;;35;;;
M208;079160;1245484;;VICO PRIMO DI VIA GIUDECA;;0;;;
M208;079160;1245628;;VICO PRIMO DI VIA GIUSEPPE MAZZINI;;12;;;
M208;079160;1245485;;VICO PRIMO DI VIA GIUSEPPE VERDI;;0;;;
M208;079160;1245537;;VICO PRIMO DI VIA INDIPENDENZA;;8;;;
M208;079160;1245272;;VICO PRIMO DI VIA IPPOLITO D'IPPOLITO;;1;;;
M208;079160;1245607;;VICO PRIMO DI VIA MARASCO;;2;;;
M208;079160;1245488;;VICO PRIMO DI VIA MARIO PAOLA;;8;;;
M208;079160;1245616;;VICO PRIMO DI VIA MARSALA;;0;;;
M208;079160;1245487;;VICO PRIMO DI VIA NICOTERA;;3;;;
M208;079160;1245731;;VICO PRIMO DI VIA PARTENOPE;;7;;;
M208;079160;1245768;;VICO PRIMO DI VIA POERIO;;4;;;
M208;079160;1245326;;VICO PRIMO DI VIA SALVATORE FIMIANI;;1;;;
M208;079160;1245845;;VICO PRIMO DI VIA SAN GIOVANNI;;19;;;
M208;079160;1245877;;VICO PRIMO DI VIA SANTA LUCIA;;1;;;
M208;079160;1245859;;VICO PRIMO DI VIA SANTISSIMO SALVATORE;;5;;;
M208;079160;1245865;;VICO PRIMO DI VIA SANTO TEODORO;;6;;;
M208;079160;1245489;;VICO PRIMO DI VIA SCAVELLO;;8;;;
M208;079160;1245932;;VICO PRIMO DI VIA SILA;;3;;;
M208;079160;1245952;;VICO PRIMO DI VIA STOCCO;;21;;;
M208;079160;1245491;;VICO PRIMO DI VIA TERRAVECCHIA;;0;;;
M208;079160;1245481;;VICO PRIMO DI VIA TIMPONE;;1;;;
M208;079160;1245980;;VICO PRIMO DI VIA TORRE;;6;;;
M208;079160;1245994;;VICO PRIMO DI VIA TREMPA;;11;;;
M208;079160;1246245;;VICO PRIMO DI VIALE DELLA LIBERTA';;1;;;
M208;079160;1245890;;VICO PRIMO SANT'ANTONIO;;2;;;
M208;079160;1245490;;VICO PRIMO SEGGIO;;10;;;
M208;079160;1245925;;VICO PRIMO VIA SERRA;;0;;;
M208;079160;1245551;;VICO QUARTO DI VIA BELVEDERE;;1;;;
M208;079160;1245552;;VICO QUARTO DI VIA CAVOUR;;2;;;
M208;079160;1245540;;VICO QUARTO DI VIA INDIPENDENZA;;6;;;
M208;079160;1245554;;VICO QUARTO DI VIA TIMPONE;;4;;;
M208;079160;1245558;;VICO QUARTO DI VIA TORRE;;3;;;
M208;079160;1245557;;VICO QUARTO VIA SCAVELLO;;0;;;
M208;079160;1246013;;VICO QUINTO DI VIA BELVEDERE;;4;;;
M208;079160;1246014;;VICO QUINTO DI VIA CAVOUR;;2;;;
M208;079160;1246016;;VICO QUINTO DI VIA TIMPONE;;3;;;
M208;079160;1245983;;VICO QUINTO DI VIA TORRE;;3;;;
M208;079160;1245842;;VICO SAN GIACOMO;;2;;;
M208;079160;1245847;;VICO SAN GIUSEPPE;;4;;;
M208;079160;1245849;;VICO SAN MARCO;;3;;;
M208;079160;1245853;;VICO SAN NICOLA;;10;;;
M208;079160;1245867;;VICO SAN VINCENZO;;1;;;
M208;079160;1245868;;VICO SAN VITTORIO;;0;;;
M208;079160;1245875;;VICO SANTA CROCE;;3;;;
M208;079160;1245884;;VICO SANTA RITA;;6;;;
M208;079160;1245886;;VICO SANTA TERESA;;5;;;
M208;079160;1245057;;VICO SECONDO BLASCHI;;7;;;
M208;079160;1245078;;VICO SECONDO CAFALDO;;6;;;
M208;079160;1245184;;VICO SECONDO DI CORSO DELLA REPUBBLICA;;2;;;
M208;079160;1245495;;VICO SECONDO DI VIA BELVEDERE;;13;;;
M208;079160;1245499;;VICO SECONDO DI VIA CAVOUR;;6;;;
M208;079160;1245175;;VICO SECONDO DI VIA CONCIAPELLE;;2;;;
M208;079160;1245496;;VICO SECONDO DI VIA CORTESE;;0;;;
M208;079160;1245497;;VICO SECONDO DI VIA COSTANZO;;0;;;
M208;079160;1246234;;VICO SECONDO DI VIA ENRICO TOTI;;5;;;
M208;079160;1245316;;VICO SECONDO DI VIA FERRUCCIO;;2;;;
M208;079160;1245511;;VICO SECONDO DI VIA FIMIANI;;2;;;
M208;079160;1245512;;VICO SECONDO DI VIA FRANCESCO FIORENTINO;;0;;;
M208;079160;1245513;;VICO SECONDO DI VIA GARIBALDI;;21;;;
M208;079160;1245629;;VICO SECONDO DI VIA GIUSEPPE MAZZINI;;15;;;
M208;079160;1245439;;VICO SECONDO DI VIA GIUSEPPE VERDI;;0;;;
M208;079160;1245538;;VICO SECONDO DI VIA INDIPENDENZA;;0;;;
M208;079160;1245514;;VICO SECONDO DI VIA MARIO PAOLA;;0;;;
M208;079160;1245515;;VICO SECONDO DI VIA NICOTERA;;0;;;
M208;079160;1245846;;VICO SECONDO DI VIA SAN GIOVANNI;;2;;;
M208;079160;1245860;;VICO SECONDO DI VIA SANTISSIMO SALVATORE;;0;;;
M208;079160;1245866;;VICO SECONDO DI VIA SANTO TEODORO;;3;;;
M208;079160;1245933;;VICO SECONDO DI VIA SILA;;1;;;
M208;079160;1245508;;VICO SECONDO DI VIA TIMPONE;;9;;;
