access_id,odonimo_raw,civico,esponente,coord_x,coord_y,nearest_candidate_section,distance_to_candidate_boundary_m,problem_type,suggested_review_action,notes
3526095,VIALE SALVATORE RAFFAELE,69,,16.3058416,38.9349214,70,86.438,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526096,VIALE SALVATORE RAFFAELE,75,,16.3070141,38.9348954,10,15.846,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526097,VIALE SALVATORE RAFFAELE,89,,16.3116135,38.9347038,10,31.837,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526098,VIALE SALVATORE RAFFAELE,119,,16.3220132,38.9327375,10,15.195,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526099,VIALE SALVATORE RAFFAELE,167,,16.3307562,38.9328318,65,8.509,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526100,VIALE SALVATORE RAFFAELE,29,,16.2980763,38.9349879,70,30.719,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526101,VIALE SALVATORE RAFFAELE,39,B,16.2996372,38.9349788,9,35.372,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526103,VIALE SALVATORE RAFFAELE,16,,16.2922294,38.9348308,61,47.181,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526104,VIALE SALVATORE RAFFAELE,161,,16.3304323,38.93268,10,34.339,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526105,VIALE SALVATORE RAFFAELE,163,,16.3303941,38.9328029,10,28.319,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526106,VIALE SALVATORE RAFFAELE,172,,16.3307616,38.9323818,10,2.08,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526107,VIALE SALVATORE RAFFAELE,2,,16.2888781,38.9347615,36,31.556,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526108,VIALE SALVATORE RAFFAELE,23,,16.2964233,38.9349752,61,6.762,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526109,VIALE SALVATORE RAFFAELE,25,,16.2970714,38.9349615,70,14.107,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526110,VIALE SALVATORE RAFFAELE,27,,16.2975264,38.9349874,70,23.157,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526111,VIALE SALVATORE RAFFAELE,32,,16.2992606,38.9344019,70,41.705,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526112,VIALE SALVATORE RAFFAELE,37,,16.2994301,38.9349267,9,46.036,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526113,VIALE SALVATORE RAFFAELE,4,,16.2901596,38.9348248,61,7.69,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526115,VIALE SALVATORE RAFFAELE,41,,16.2999112,38.9349254,9,42.001,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526117,VIALE SALVATORE RAFFAELE,73,,16.3082016,38.935403,10,80.852,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526118,VIALE SALVATORE RAFFAELE,77,,16.3072753,38.9350952,10,15.846,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526119,VIALE SALVATORE RAFFAELE,8,,16.2926605,38.9347605,61,9.084,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526120,VIALE SALVATORE RAFFAELE,90,,16.3116562,38.9343107,10,52.566,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526122,VIALE SALVATORE RAFFAELE,1,,16.2892117,38.9351113,36,21.362,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526123,VIALE SALVATORE RAFFAELE,10,,16.2906428,38.9347131,61,28.073,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526124,VIALE SALVATORE RAFFAELE,167,1,16.3306728,38.9327877,10,17.17,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526126,VIALE SALVATORE RAFFAELE,167,2,16.3306816,38.932788,65,16.575,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526136,TRAVERSA SECONDA DI VIA GIUSEPPE VERDI,2,,16.2930696,38.9690559,40,27.308,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526137,VICO PRIMO DI VIALE DELLA LIBERTA',1,,16.2796767,38.966961,33,32.095,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526248,VIA DON LUIGI STURZO,18,,16.2537974,38.9156708,55,65.026,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526249,VIA DON LUIGI STURZO,19,,16.2537667,38.9156275,55,62.075,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526250,VIA DON LUIGI STURZO,2,,16.2538396,38.9161512,55,66.903,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526251,VIA DON LUIGI STURZO,20,,16.2537157,38.9154459,55,49.052,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526252,VIA DON LUIGI STURZO,21,,16.2536044,38.9154902,55,59.552,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526253,VIA DON LUIGI STURZO,22,,16.2542392,38.9157744,55,70.331,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526254,VIA DON LUIGI STURZO,26,,16.254403,38.9158804,55,70.636,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526256,VIA DON LUIGI STURZO,28,,16.2546971,38.9157424,55,73.912,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526260,VIA DON LUIGI STURZO,34,,16.2551773,38.9154186,55,66.465,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526261,VIA DON LUIGI STURZO,35,,16.2851291,38.9638679,62,8.968,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526262,VIA DON LUIGI STURZO,36,,16.2848695,38.9636904,62,2.913,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526263,VIA DON LUIGI STURZO,37,,16.2854186,38.963952,31,7.25,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526264,VIA DON LUIGI STURZO,39,,16.2854637,38.9639584,31,6.595,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526265,VIA DON LUIGI STURZO,40,,16.2851327,38.9637314,62,15.505,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526266,VIA DON LUIGI STURZO,41,,16.2855087,38.9639648,31,6.595,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526267,VIA DON LUIGI STURZO,42,,16.2851715,38.963754,31,17.294,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526268,VIA DON LUIGI STURZO,44,,16.2851216,38.9638812,31,8.185,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526269,VIA DON LUIGI STURZO,47,,16.2550868,38.9153041,55,51.666,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526270,VIA DON LUIGI STURZO,48,,16.255217,38.915465,55,72.64,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526271,VIA DON LUIGI STURZO,49,,16.2553155,38.9156479,55,60.546,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526272,VIA DON LUIGI STURZO,5,,16.2540222,38.9164325,55,32.107,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526273,VIA DON LUIGI STURZO,50,,16.2553114,38.9157043,55,54.719,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526274,VIA DON LUIGI STURZO,51,,16.2550587,38.9154541,55,64.012,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526275,VIA DON LUIGI STURZO,52,,16.2548835,38.9154297,55,55.127,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526276,VIA DON LUIGI STURZO,53,,16.3192944,38.974263,3,1.408,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526277,VIA DON LUIGI STURZO,54,,16.3179821,38.9736396,68,0.875,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526278,VIA DON LUIGI STURZO,56,,16.3180116,38.9738238,37,0.543,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526279,VIA DON LUIGI STURZO,58,,16.31784,38.97371,21,9.499,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526280,VIA DON LUIGI STURZO,60,,16.3178234,38.9736988,21,10.725,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526281,VIA DON LUIGI STURZO,62,,16.3177542,38.9736902,21,7.29,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526282,VIA DON LUIGI STURZO,64,,16.286065,38.9638735,34,11.872,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526283,VIA DON LUIGI STURZO,66,,16.2860972,38.9638781,28,14.487,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526284,VIA DON LUIGI STURZO,68,,16.3193433,38.9746094,8,2.653,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526285,VIA DON LUIGI STURZO,70,,16.286182,38.9638901,37,19.887,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526286,VIA DON LUIGI STURZO,8,,16.2837309,38.9634767,37,10.189,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526287,VIA DON LUIGI STURZO,9,,16.2539992,38.9163429,55,42.2,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526321,VICO PRIMO DI VIA STOCCO,11,,16.2827098,38.9691524,40,12.373,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526322,VICO PRIMO DI VIA STOCCO,13,,16.321692,38.9769836,22,4.283,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526323,VICO PRIMO DI VIA STOCCO,21,,16.3217804,38.9766298,40,15.163,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526324,VICO PRIMO DI VIA STOCCO,1,,16.2827143,38.9691448,40,11.699,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526325,VICO PRIMO DI VIA STOCCO,10,,16.2827039,38.9691523,40,12.844,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526326,VICO PRIMO DI VIA STOCCO,11,A,16.3218636,38.9765243,40,1.775,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526328,VICO PRIMO DI VIA STOCCO,12,,16.322036,38.9765801,40,8.73,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526329,VICO PRIMO DI VIA STOCCO,13,A,16.3215852,38.9769109,69,5.156,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526331,VICO PRIMO DI VIA STOCCO,2,,16.282708,38.9691605,40,12.85,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526332,VICO PRIMO DI VIA STOCCO,23,,16.3217213,38.9764694,40,0.109,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526333,VICO PRIMO DI VIA STOCCO,25,,16.3219224,38.9764143,70,0.793,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526334,VICO PRIMO DI VIA STOCCO,27,,16.3219446,38.9764551,60,3.945,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526335,VICO PRIMO DI VIA STOCCO,29,,16.3218284,38.9764221,60,0.981,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526336,VICO PRIMO DI VIA STOCCO,3,,16.2827112,38.9691629,40,12.696,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526337,VICO PRIMO DI VIA STOCCO,31,,16.3219391,38.9764918,40,3.714,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526338,VICO PRIMO DI VIA STOCCO,4,,16.2827153,38.9691455,40,11.647,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526339,VICO PRIMO DI VIA STOCCO,5,,16.2827106,38.9691476,40,12.111,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526340,VICO PRIMO DI VIA STOCCO,6,,16.2827132,38.9691606,40,12.437,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526341,VICO PRIMO DI VIA STOCCO,7,,16.2827092,38.9691475,40,12.22,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526342,VICO PRIMO DI VIA STOCCO,8,,16.2827187,38.9691643,40,12.168,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526343,VICO PRIMO DI VIA STOCCO,9,,16.2827125,38.9691468,40,11.926,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526396,VIA ANTONIO GRAMSCI,23,,16.2542761,38.9207921,42,0.49,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526397,VIA ANTONIO GRAMSCI,24,,16.2838299,38.9629079,5,9.517,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526398,VIA ANTONIO GRAMSCI,26,,16.3196599,38.9785581,36,21.159,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526399,VIA ANTONIO GRAMSCI,29,,16.3184427,38.9781205,36,28.105,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526400,VIA ANTONIO GRAMSCI,3,,16.2834699,38.9630361,42,8.964,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526401,VIA ANTONIO GRAMSCI,30,,16.3184048,38.9781036,36,31.203,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526402,VIA ANTONIO GRAMSCI,31,,16.3183,38.9781185,36,40.395,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526403,VIA ANTONIO GRAMSCI,32,,16.2843022,38.9629611,42,1.87,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526404,VIA ANTONIO GRAMSCI,33,,16.3179081,38.9779701,43,31.929,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526405,VIA ANTONIO GRAMSCI,34,,16.284345,38.9629654,42,1.87,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526406,VIA ANTONIO GRAMSCI,35,,16.285197,38.963302,13,3.23,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526407,VIA ANTONIO GRAMSCI,36,,16.3198388,38.9787585,36,4.111,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526408,VIA ANTONIO GRAMSCI,38,,16.3196725,38.9786781,69,12.551,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526409,VIA ANTONIO GRAMSCI,4,,16.2833314,38.962828,33,14.497,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526410,VIA ANTONIO GRAMSCI,40,,16.3204102,38.9788968,69,19.334,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526411,VIA ANTONIO GRAMSCI,42,,16.3195851,38.9786493,69,20.303,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526412,VIA ANTONIO GRAMSCI,44,,16.3193066,38.9785733,36,43.827,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526413,VIA ANTONIO GRAMSCI,46,,16.3194341,38.9785929,69,34.192,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526414,VIA ANTONIO GRAMSCI,48,,16.2846375,38.963008,13,13.738,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526415,VIA ANTONIO GRAMSCI,5,,16.3132657,38.9769406,36,1.818,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526416,VIA ANTONIO GRAMSCI,50,,16.2846718,38.9630033,13,13.747,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526417,VIA ANTONIO GRAMSCI,52,,16.2847287,38.9630138,42,12.453,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526418,VIA ANTONIO GRAMSCI,54,,16.2847744,38.9630309,13,10.49,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526419,VIA ANTONIO GRAMSCI,56,,16.318458,38.9782109,36,27.702,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526420,VIA ANTONIO GRAMSCI,58,,16.316165,38.9782749,43,48.028,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526421,VIA ANTONIO GRAMSCI,60,,16.318306,38.9782823,36,41.54,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526422,VIA ANTONIO GRAMSCI,64,,16.3177468,38.9780729,43,28.38,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526423,VIA ANTONIO GRAMSCI,66,,16.317811,38.9779652,69,25.086,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526424,VIA ANTONIO GRAMSCI,7,,16.2837777,38.9631234,37,11.358,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526425,VIA ANTONIO GRAMSCI,70,,16.3177082,38.9729674,3,0.275,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526426,VIA ANTONIO GRAMSCI,72,,16.3177237,38.9729453,3,1.132,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526427,VIA ANTONIO GRAMSCI,9,,16.2838106,38.9631289,37,8.749,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526428,VICO DI VIA TRE PONTI,1,,16.2819323,38.9700125,22,5.465,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526429,VICO DI VIA TRE PONTI,7,,16.281815,38.9698213,22,9.095,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526430,VICO DI VIA TRE PONTI,24,,16.2818999,38.9701919,38,1.192,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526431,VICO DI VIA TRE PONTI,26,,16.2819436,38.9703619,69,2.594,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526432,VICO DI VIA TRE PONTI,3,,16.2819953,38.9698264,22,17.055,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526434,VICO DI VIA TRE PONTI,2,,16.2820217,38.9700072,22,8.409,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526437,VICO DI VIA TRE PONTI,4,,16.2819148,38.9698129,22,17.091,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526443,VIA MARTIRI DI NASSIRYIA,1,,16.2800186,38.965926,33,3.449,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526444,VIA MARTIRI DI NASSIRYIA,5,,16.2728679,38.9656211,76,6.362,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526445,VIA MARTIRI DI NASSIRYIA,7,,16.2763652,38.9654333,32,25.09,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526447,VIA MARTIRI DI NASSIRYIA,32,,16.2781248,38.9659009,32,12.515,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526448,VIA ETTORE MAJORANA,1,,16.2869649,38.9640799,37,27.227,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526449,VIA ETTORE MAJORANA,14,,16.2871199,38.9640711,37,29.721,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526450,VIA ETTORE MAJORANA,24,,16.287076,38.9639356,36,24.332,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526451,VIA ETTORE MAJORANA,4,,16.3146765,38.9724718,41,11.983,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526452,VIA ETTORE MAJORANA,5,,16.2870717,38.9639667,36,26.595,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526453,VIA ETTORE MAJORANA,8,,16.2870974,38.9639628,36,24.515,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526454,VIA ETTORE MAJORANA,20,,16.287106,38.9639516,36,23.197,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526456,VIA ETTORE MAJORANA,10,,16.314432,38.972312,41,12.202,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526459,VIA ETTORE MAJORANA,12,,16.3143457,38.9722966,41,17.718,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526469,VIA ETTORE MAJORANA,6,,16.3148883,38.9727786,74,3.009,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526521,VIA SALVEMINI,4,,16.2763652,38.9654333,32,25.09,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526522,VIA SALVEMINI,41,,16.2745983,38.9651199,32,32.778,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526523,VIA SALVEMINI,45,,16.2727056,38.9653299,30,28.783,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526524,VIA SALVEMINI,18,,16.27153,38.9654081,32,55.607,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526525,VIA SALVEMINI,2,,16.2728679,38.9656211,76,6.362,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526526,VIA SALVEMINI,42,,16.2697739,38.9651292,32,87.076,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526527,VIA SALVEMINI,6,,16.2781248,38.9659009,32,12.515,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3526528,VIA SALVEMINI,29,,16.2724946,38.9652744,30,40.51,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
