review_rank,access_id,street,civico,esponente,coordinate_quality_flag,source_diagnosis,recovery_action,source_lon,source_lat,local_candidate_status,local_candidate_method,local_candidate_confidence,local_candidate_lon,local_candidate_lat,local_distance_from_source_m,local_anchor_count,local_candidate_explanation,geocode_candidate_status,geocode_provider,geocode_provider_confidence,geocode_query_variant,geocode_candidate_has_house_number,geocode_lon,geocode_lat,geocode_distance_from_source_m,geocode_display_name,local_geocode_distance_m,evidence_agreement,recommended_review_track,recommended_candidate_source,review_candidate_lon,review_candidate_lat,decision_readiness,suggested_workbench_filter,reviewer_instruction,notes
216,3530536,CONTRADA PIOMBO ZAPPANOTTE,8,,needs_manual_coordinate_review,suspect_coordinate_present_in_original_anncsu_raw,manual_coordinate_review_before_geometry,16.2407357,39.0192009,candidate_requires_human_review,same_street_civic_number_interpolation,medium,16.2952205,38.9888161,5794.9,42,Interpolated civic 8 between same-street anchors 7 and 9.,,,,,,,,,,,local_anchor_only,review_medium_local_anchor,local_anncsu_anchor,16.2952205,38.9888161,manual_review_ready,access_id:3530536,Open the access_id in the workbench and review the medium-confidence same-street ANNCSU anchor before exporting a manual override.,Do not apply without human confirmation.
217,3530981,PIAZZA MERCATO VECCHIO,17,,needs_manual_coordinate_review,suspect_coordinate_present_in_original_anncsu_raw,manual_coordinate_review_before_geometry,16.284491,38.9621026,candidate_requires_human_review,same_street_civic_number_interpolation,medium,16.3019874,38.9683452,1664.4,36,Interpolated civic 17 between same-street anchors 16 and 18.,,,,,,,,,,,local_anchor_only,review_medium_local_anchor,local_anncsu_anchor,16.3019874,38.9683452,manual_review_ready,access_id:3530981,Open the access_id in the workbench and review the medium-confidence same-street ANNCSU anchor before exporting a manual override.,Do not apply without human confirmation.
218,3520037,VIA LUIGI GALVANI,10,,needs_manual_coordinate_review,suspect_coordinate_present_in_original_anncsu_raw,manual_coordinate_review_before_geometry,16.3145036,38.9698506,candidate_requires_human_review,same_street_civic_number_interpolation,medium,16.2913713,38.9665153,2034.0,15,Interpolated civic 10 between same-street anchors 8 and 12.,,,,,,,,,,,local_anchor_only,review_medium_local_anchor,local_anncsu_anchor,16.2913713,38.9665153,manual_review_ready,access_id:3520037,Open the access_id in the workbench and review the medium-confidence same-street ANNCSU anchor before exporting a manual override.,Do not apply without human confirmation.
219,3520034,VIA LUIGI GALVANI,11,,needs_manual_coordinate_review,suspect_coordinate_present_in_original_anncsu_raw,manual_coordinate_review_before_geometry,16.3152751,38.9702276,candidate_requires_human_review,same_street_civic_number_interpolation,medium,16.2907511,38.9666572,2157.0,15,Interpolated civic 11 between same-street anchors 8 and 12.,,,,,,,,,,,local_anchor_only,review_medium_local_anchor,local_anncsu_anchor,16.2907511,38.9666572,manual_review_ready,access_id:3520034,Open the access_id in the workbench and review the medium-confidence same-street ANNCSU anchor before exporting a manual override.,Do not apply without human confirmation.
220,3522157,VIA LUIGI GALVANI,9,,needs_manual_coordinate_review,suspect_coordinate_present_in_original_anncsu_raw,manual_coordinate_review_before_geometry,16.3177124,38.9729637,candidate_requires_human_review,same_street_civic_number_interpolation,medium,16.2919916,38.9663734,2341.2,15,Interpolated civic 9 between same-street anchors 8 and 12.,,,,,,,,,,,local_anchor_only,review_medium_local_anchor,local_anncsu_anchor,16.2919916,38.9663734,manual_review_ready,access_id:3522157,Open the access_id in the workbench and review the medium-confidence same-street ANNCSU anchor before exporting a manual override.,Do not apply without human confirmation.
221,3519818,CONTRADA GABELLA,131,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2863236,38.982073,candidate_requires_human_review,same_street_civic_number_interpolation,low,16.274533,38.9834769,1031.0,81,Interpolated civic 131 between same-street anchors 116 and 139.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.274533,38.9834769,needs_manual_map_check,access_id:3519818,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
222,3579202,CONTRADA CANTARELLE,130,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.25283,39.007795,candidate_requires_human_review,same_street_civic_number_interpolation,low,16.257655,38.9683985,4400.5,26,Interpolated civic 130 between same-street anchors 124 and 178.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.257655,38.9683985,needs_manual_map_check,access_id:3579202,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
223,3511517,VIA CAVALIERI DI MALTA,19,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2375201,38.9416071,candidate_requires_human_review,same_street_civic_number_interpolation,low,16.2914065,38.9372398,4685.8,12,Interpolated civic 19 between same-street anchors 17 and 48.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2914065,38.9372398,needs_manual_map_check,access_id:3511517,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
224,3524015,PIAZZA DELLA REPUBBLICA,14,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.318034,38.9762167,candidate_requires_human_review,same_street_civic_number_interpolation,low,16.3162355,38.9704561,659.1,10,Interpolated civic 14 between same-street anchors 10 and 36.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3162355,38.9704561,needs_manual_map_check,access_id:3524015,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
225,3515052,VIA DEGLI AUSONI,97,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3287544,38.9444328,candidate_requires_human_review,same_street_civic_number_interpolation,low,16.3333813,38.9507649,809.9,23,Interpolated civic 97 between same-street anchors 75 and 99.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3333813,38.9507649,needs_manual_map_check,access_id:3515052,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
226,3512670,CONTRADA GABELLA CARDOLO,12,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3400628,38.9645178,candidate_requires_human_review,same_street_civic_number_interpolation,low,16.3455808,38.9516388,1509.5,4,Interpolated civic 12 between same-street anchors 9 and 33.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3455808,38.9516388,needs_manual_map_check,access_id:3512670,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
227,3515430,CONTRADA MARSOMIGLIO,5,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2463872,38.9653402,candidate_requires_human_review,same_street_civic_number_interpolation,low,16.3022247,38.9447975,5341.3,3,Interpolated civic 5 between same-street anchors 3 and 50.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3022247,38.9447975,needs_manual_map_check,access_id:3515430,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
228,3517037,LOCALITA' CAFARELLO,480,,isolated_point,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2717747,38.9879341,candidate_requires_human_review,same_street_civic_number_interpolation,low,16.273099,38.9932485,601.9,3,Interpolated civic 480 between same-street anchors 6 and 482.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.273099,38.9932485,needs_manual_map_check,access_id:3517037,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
229,3538472,VIA REGINA ELENA,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2776412,38.867668,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2811457,38.9653705,10868.3,88,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2811457,38.9653705,needs_manual_map_check,access_id:3538472,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
230,3569904,VIA GIUSEPPE GARIBALDI,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2815139,38.9663706,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2864526,38.9668627,430.5,75,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2864526,38.9668627,needs_manual_map_check,access_id:3569904,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
231,3609620,VIA GIORGIO PINNA,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3462055,38.9789082,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3232105,38.9603846,2862.6,71,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3232105,38.9603846,needs_manual_map_check,access_id:3609620,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
232,3572290,VIA COSCHI,104,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2755525,38.9449454,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2779166,38.9481843,414.1,65,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2779166,38.9481843,needs_manual_map_check,access_id:3572290,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
233,3579089,VIA CAMPANIA,3,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2824736,38.9661174,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2999907,38.954665,1978.8,64,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2999907,38.954665,needs_manual_map_check,access_id:3579089,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
234,3516333,VIA GORIZIA,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3051075,38.9573351,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2988921,38.9603197,631.6,60,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2988921,38.9603197,needs_manual_map_check,access_id:3516333,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
235,3565020,VIA RICCARDO LOMBARDI,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.307164,38.9740923,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3178477,38.9688745,1090.7,57,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3178477,38.9688745,needs_manual_map_check,access_id:3565020,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
236,3513998,VIA LEONARDO DA VINCI,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3274603,38.9566541,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.324177,38.9559532,294.4,52,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.324177,38.9559532,needs_manual_map_check,access_id:3513998,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
237,3513989,VIA LEONARDO DA VINCI,2,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3161741,38.9698193,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3191533,38.9674584,367.8,52,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3191533,38.9674584,needs_manual_map_check,access_id:3513989,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
