review_rank,review_batch_id,review_priority_band,candidate_review_status,access_id,street,civico,esponente,coordinate_quality_flag,coordinate_suspect_reason,source_lon,source_lat,candidate_lon,candidate_lat,candidate_method,candidate_confidence,candidate_status,distance_from_source_m,anchor_count,numeric_anchor_count,nearest_anchor_distance_m,lower_anchor_access_id,lower_anchor_civic,upper_anchor_access_id,upper_anchor_civic,nearest_anchor_access_id,nearest_anchor_civic,external_geocoder_candidate_count,candidate_explanation,suggested_workbench_filter,recommended_review_action,notes
160,,later_review,ready_for_later_manual_review,3596282,VIA ANDREA CEFALY SENIOR,11,,same_street_outlier,nearest same-street civic is 1334.9 m away; progressive civic-number neighbour is 6047.1 m away,16.2829156,38.9652725,16.2532709,38.9159483,same_street_civic_number_interpolation,medium,candidate_requires_human_review,6054.3,11,11,1337.1,3596281,10,3596283,12,3596280,1,0,Interpolated civic 11 between same-street anchors 10 and 12.,access_id:3596282,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
161,,later_review,ready_for_later_manual_review,3571966,VIA GAETANO DONIZETTI,13,,same_street_outlier,progressive civic-number neighbour is 1144.2 m away,16.2796208,38.9650217,16.2842023,38.9553386,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1147.3,10,10,488.0,3571965,12,3571967,14,3571973,2,0,Interpolated civic 13 between same-street anchors 12 and 14.,access_id:3571966,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
162,,later_review,ready_for_later_manual_review,3607332,VIA GIUSEPPE DI VITTORIO,9,,same_street_outlier,2514.3 m from same-street cluster centroid; nearest same-street civic is 2445.5 m away; progressive civic-number neighbour is 2447.3 m away,16.309546,38.9720822,16.2780875,38.965757,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2809.1,10,10,2440.8,3607344,8,3607335,13,3607327,14,0,Interpolated civic 9 between same-street anchors 8 and 13.,access_id:3607332,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
163,,later_review,ready_for_later_manual_review,3530693,VIA ADIGE,11,,same_street_outlier,2751.8 m from same-street cluster centroid; nearest same-street civic is 3040.1 m away; rare census-cell placement for same-street civics; point is near validated ANNCSU civics labelled VIA ADDURI (8 of nearby context within 120 m); progressive civic-number neighbour is 3043.5 m away,16.3526505,38.9817086,16.3198267,38.9719058,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3039.6,10,10,3034.9,3530710,9,3530694,13,3530708,5,0,Interpolated civic 11 between same-street anchors 9 and 13.,access_id:3530693,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
164,,later_review,ready_for_later_manual_review,3593842,CONTRADA BENEFICIO,8,,same_street_outlier,2576.3 m from same-street cluster centroid; nearest same-street civic is 2763.5 m away; rare census-cell placement for same-street civics; point is near validated ANNCSU civics labelled CONTRADA BUCOLIA DI SOTTO (22 of nearby context within 120 m); progressive civic-number neighbour is 2763.5 m away,16.2895937,38.988538,16.3007163,38.965144,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2773.3,9,9,2767.3,3593833,2,3593829,9,3593829,9,0,Interpolated civic 8 between same-street anchors 2 and 9.,access_id:3593842,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
165,,later_review,ready_for_later_manual_review,3539264,CONTRADA MIGLIERINA,102,,same_street_outlier,1690.6 m from same-street cluster centroid; nearest same-street civic is 1822.5 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 1907.1 m away,16.2508899,39.0181192,16.2548262,39.0011443,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1917.9,8,8,1825.7,3539270,93,3539262,109,3539267,24,0,Interpolated civic 102 between same-street anchors 93 and 109.,access_id:3539264,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
166,,later_review,ready_for_later_manual_review,3512592,RIONE MANDONI,19,,same_street_outlier,3872.8 m from same-street cluster centroid; nearest same-street civic is 4228.9 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4228.9 m away,16.2843961,38.9673164,16.2413697,38.9867829,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4303.3,8,8,4223.5,3512590,11,3512593,21,3512590,11,0,Interpolated civic 19 between same-street anchors 11 and 21.,access_id:3512592,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
167,,later_review,ready_for_later_manual_review,3591656,LOCALITA' PITIZZANNI,11,,same_street_outlier,nearest same-street civic is 727.6 m away; progressive civic-number neighbour is 758.9 m away,16.2527115,38.9138968,16.2865771,38.9479315,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4785.7,8,8,729.0,3591661,9,3591653,13,3591654,27,0,Interpolated civic 11 between same-street anchors 9 and 13.,access_id:3591656,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
168,,later_review,ready_for_later_manual_review,3555603,LARGO DEL GESU',6,,same_street_outlier,8515.7 m from same-street cluster centroid; nearest same-street civic is 9550.1 m away; progressive civic-number neighbour is 9554.8 m away,16.2527115,38.9138968,16.3227486,38.9805269,same_street_civic_number_interpolation,medium,candidate_requires_human_review,9569.6,8,8,9552.3,3555602,5,3555604,7,3555600,1,0,Interpolated civic 6 between same-street anchors 5 and 7.,access_id:3555603,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
169,,later_review,ready_for_later_manual_review,3538966,VIA DEGLI ABETI,5,,same_street_outlier,1343.2 m from same-street cluster centroid; nearest same-street civic is 1523.8 m away,16.3139881,38.9521488,16.3316103,38.9519789,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1524.0,7,7,1520.5,3538965,4,3538960,6,3538965,4,0,Interpolated civic 5 between same-street anchors 4 and 6.,access_id:3538966,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
170,,later_review,ready_for_later_manual_review,3598597,VIA METAURO,9,,same_street_outlier,2834.9 m from same-street cluster centroid; nearest same-street civic is 3223.0 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3223.5 m away,16.3195825,38.9702471,16.2829811,38.9650398,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3216.9,7,7,3216.3,3598596,7,3598591,11,3598593,15,0,Interpolated civic 9 between same-street anchors 7 and 11.,access_id:3598597,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
171,,later_review,ready_for_later_manual_review,3522800,VIA ERNESTO PONTIERI,33,,same_street_outlier,progressive civic-number neighbour is 4302.3 m away,16.2840569,38.9680591,16.3320114,38.9579633,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4295.4,7,7,326.2,3522799,27,3522805,35,3522796,13,0,Interpolated civic 33 between same-street anchors 27 and 35.,access_id:3522800,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
172,,later_review,ready_for_later_manual_review,3598530,TRAVERSA QUATTORDICESIMA DI VIA DEI BIZANTINI,4,,same_street_outlier,nearest same-street civic is 2048.3 m away; progressive civic-number neighbour is 3014.0 m away,16.3434621,38.9720608,16.3097026,38.9628692,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3092.4,6,6,2043.8,3598529,2,3598531,6,3598528,14,0,Interpolated civic 4 between same-street anchors 2 and 6.,access_id:3598530,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
173,,later_review,ready_for_later_manual_review,3526784,VIA GIUSEPPE TOMAINO,6,,same_street_outlier,2168.9 m from same-street cluster centroid; nearest same-street civic is 2585.1 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 2605.6 m away,16.3109997,38.9697201,16.2817857,38.9641102,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2601.6,5,5,2580.0,3526781,4,3526779,15,3526780,18,0,Interpolated civic 6 between same-street anchors 4 and 15.,access_id:3526784,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
174,,later_review,ready_for_later_manual_review,3512781,CONTRADA PIGNA MAZZEI,21,,same_street_outlier,4175.6 m from same-street cluster centroid; nearest same-street civic is 4962.2 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4962.2 m away,16.2848469,38.957859,16.2275661,38.9563558,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4955.7,5,5,4951.4,3512777,14,3512778,29,3512777,14,0,Interpolated civic 21 between same-street anchors 14 and 29.,access_id:3512781,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
175,,later_review,ready_for_later_manual_review,3523690,CONTRADA FICARELLA,16,,same_street_outlier,nearest same-street civic is 2596.4 m away; point is near validated ANNCSU civics labelled CONTRADA MATACCA (8 of nearby context within 120 m); progressive civic-number neighbour is 12320.9 m away,16.2748847,38.9846816,16.2487328,38.8754971,same_street_civic_number_interpolation,medium,candidate_requires_human_review,12349.7,5,5,12342.5,3523696,6,3523691,17,3523691,17,0,Interpolated civic 16 between same-street anchors 6 and 17.,access_id:3523690,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
176,,later_review,ready_for_later_manual_review,3519289,CONTRADA VELATI,27,,same_street_outlier,nearest same-street civic is 737.0 m away; progressive civic-number neighbour is 737.0 m away,16.3201673,38.977266,16.3118068,38.9785811,same_street_civic_number_interpolation,medium,candidate_requires_human_review,737.3,4,4,735.5,3519288,15,3519291,29,3519288,15,0,Interpolated civic 27 between same-street anchors 15 and 29.,access_id:3519289,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
177,,later_review,ready_for_later_manual_review,35649575,STRADA COMUNALE MULINO,3,,same_street_outlier,1561.1 m from same-street cluster centroid; nearest same-street civic is 1123.1 m away; progressive civic-number neighbour is 2153.9 m away,16.2460054,38.9761757,16.239466,38.9949005,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2157.5,4,4,1956.8,35649574,2,35649576,4,35649573,1,0,Interpolated civic 3 between same-street anchors 2 and 4.,access_id:35649575,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
178,,later_review,ready_for_later_manual_review,3517714,VIA MARTE,8,,same_street_outlier,3307.8 m from same-street cluster centroid; nearest same-street civic is 4131.3 m away; progressive civic-number neighbour is 4136.8 m away,16.2798109,38.9660897,16.3233008,38.9814857,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4131.0,4,4,4125.0,3517713,4,3517706,10,3517708,3,0,Interpolated civic 8 between same-street anchors 4 and 10.,access_id:3517714,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
179,,later_review,ready_for_later_manual_review,3516894,VIA MONSIGNOR AZIO DAVOLI,124,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA GIOACCHINO DA FIORE (5 of nearby context within 120 m),16.3384765,38.9528179,16.3282422,38.9575299,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1028.4,169,169,194.8,3516962,123,3516845,125,3516929,118,0,Interpolated civic 124 between same-street anchors 123 and 125.,access_id:3516894,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
180,,later_review,ready_for_later_manual_review,3516923,VIA MONSIGNOR AZIO DAVOLI,82,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA SAVUTANO (5 of nearby context within 120 m),16.2841628,38.9466924,16.3107669,38.9505709,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2340.7,169,169,137.3,3516880,81,3516881,83,3516920,78,0,Interpolated civic 82 between same-street anchors 81 and 83.,access_id:3516923,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
181,,later_review,ready_for_later_manual_review,3589433,VIA ROBERTA LANZINO,40,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA CONFORTI (66 of nearby context within 120 m),16.318209,38.978132,16.3253907,38.9666317,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1421.5,101,101,199.8,3567565,39,3567566,41,3567557,27,0,Interpolated civic 40 between same-street anchors 39 and 41.,access_id:3589433,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
182,,later_review,ready_for_later_manual_review,3516275,VIA ISONZO,48,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA GIOVANNI BOCCACCIO (14 of nearby context within 120 m),16.2872194,38.9693988,16.3026034,38.9717706,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1355.9,90,90,175.0,3516227,47,3516228,49,3516227,47,0,Interpolated civic 48 between same-street anchors 47 and 49.,access_id:3516275,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
183,,later_review,ready_for_later_manual_review,3520622,VIA ANTONIO CAPPELLI,26,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA ACQUAFREDDA (7 of nearby context within 120 m),16.246955,38.951158,16.2812328,38.9643865,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3308.8,84,84,135.9,3520621,24,3520623,28,3522741,64,0,Interpolated civic 26 between same-street anchors 24 and 28.,access_id:3520622,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
184,,later_review,ready_for_later_manual_review,3519792,CONTRADA GABELLA,326,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA PIOMBO ZAPPANOTTE (4 of nearby context within 120 m),16.3472668,38.9609987,16.3490489,38.9590909,same_street_civic_number_interpolation,medium,candidate_requires_human_review,262.2,81,81,266.9,3519834,320,3519793,330,3519793,330,0,Interpolated civic 326 between same-street anchors 320 and 330.,access_id:3519792,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
185,,later_review,ready_for_later_manual_review,3519778,CONTRADA GABELLA,271,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA PIANO LUPPINO (11 of nearby context within 120 m),16.291892,38.9797429,16.2740308,38.9826273,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1576.8,81,81,135.1,3519831,270,3519832,274,3519828,250,0,Interpolated civic 271 between same-street anchors 270 and 274.,access_id:3519778,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
186,,later_review,ready_for_later_manual_review,3519797,CONTRADA GABELLA,369,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA PIOMBO ZAPPANOTTE (8 of nearby context within 120 m),16.3547812,38.9594227,16.2740047,38.9825703,same_street_civic_number_interpolation,medium,candidate_requires_human_review,7442.4,81,81,182.6,3519796,356,3519798,371,3519811,46,0,Interpolated civic 369 between same-street anchors 356 and 371.,access_id:3519797,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
187,,later_review,ready_for_later_manual_review,3532652,VIA CANNETO,92,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA ADDA (4 of nearby context within 120 m),16.3008901,38.9721911,16.3087355,38.9570224,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1818.0,71,71,192.4,3532650,90,3514845,100,3514880,88,0,Interpolated civic 92 between same-street anchors 90 and 100.,access_id:3532652,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
188,,later_review,ready_for_later_manual_review,3536834,VIA MADONNA DELLA SPINA,67,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA CASTURI (9 of nearby context within 120 m),16.3068671,38.9796447,16.312919,38.9514595,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3177.4,53,53,164.5,3536802,65,3536835,69,3536839,63,0,Interpolated civic 67 between same-street anchors 65 and 69.,access_id:3536834,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
189,,later_review,ready_for_later_manual_review,3526420,VIA ANTONIO GRAMSCI,58,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA EROI DI SAPRI (4 of nearby context within 120 m),16.316165,38.9782749,16.318382,38.9782466,same_street_civic_number_interpolation,medium,candidate_requires_human_review,191.7,50,50,138.6,3526419,56,3526421,60,3526422,64,0,Interpolated civic 58 between same-street anchors 56 and 60.,access_id:3526420,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
190,,later_review,ready_for_later_manual_review,3526187,VIA CARMELINA TROPEA,11,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA BOLZANO (8 of nearby context within 120 m),16.3294081,38.9753401,16.3258418,38.9720918,same_street_civic_number_interpolation,medium,candidate_requires_human_review,474.9,50,50,349.8,3526138,10,3526139,14,3526138,10,0,Interpolated civic 11 between same-street anchors 10 and 14.,access_id:3526187,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
191,,later_review,ready_for_later_manual_review,3512036,VIA AURELIO CASSIODORO,40,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA ALDO MORO (5 of nearby context within 120 m),16.3371276,38.948688,16.3144384,38.9681696,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2922.6,42,42,178.1,3512035,36,3512037,52,3512026,4,0,Interpolated civic 40 between same-street anchors 36 and 52.,access_id:3512036,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
192,,later_review,ready_for_later_manual_review,3562965,VIA RAZIONALE,18,,street_context_mismatch,point is near validated ANNCSU civics labelled VIALE SAN BRUNO (18 of nearby context within 120 m),16.2432456,38.9259139,16.246128,38.9281687,same_street_civic_number_interpolation,medium,candidate_requires_human_review,353.6,40,40,294.6,3562943,17,3562944,19,3562942,15,0,Interpolated civic 18 between same-street anchors 17 and 19.,access_id:3562965,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
193,,later_review,ready_for_later_manual_review,3530756,VIA GRAZIA DELEDDA,26,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA DEL PROGRESSO (10 of nearby context within 120 m),16.3323669,38.933206,16.3094925,38.9491965,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2659.9,38,38,195.4,3530755,25,3530757,27,3530760,30,0,Interpolated civic 26 between same-street anchors 25 and 27.,access_id:3530756,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
194,,later_review,ready_for_later_manual_review,3527378,VIA GIUSTINO FORTUNATO,9,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA DEL PROGRESSO (13 of nearby context within 120 m),16.3322403,38.9614267,16.3302648,38.960645,same_street_civic_number_interpolation,medium,candidate_requires_human_review,191.7,19,19,179.3,3527390,8,3527371,10,3527389,7,0,Interpolated civic 9 between same-street anchors 8 and 10.,access_id:3527378,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
195,,later_review,ready_for_later_manual_review,3589613,TRAVERSA SETTIMA DI VIA MADONNA DELLA SPINA,4,,street_context_mismatch,point is near validated ANNCSU civics labelled TRAVERSA OTTAVA DI VIA MADONNA DELLA SPINA (13 of nearby context within 120 m),16.3106361,38.9760216,16.3123588,38.9731999,same_street_civic_number_interpolation,medium,candidate_requires_human_review,347.3,18,18,236.7,3589612,3,3589614,5,3589599,11,0,Interpolated civic 4 between same-street anchors 3 and 5.,access_id:3589613,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
196,,later_review,ready_for_later_manual_review,3602870,VIA MAGNA GRECIA,3,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA SALVATORE MICELI (82 of nearby context within 120 m),16.3106613,38.9661579,16.3101338,38.9624287,same_street_civic_number_interpolation,medium,candidate_requires_human_review,417.2,8,8,386.5,3602869,2,3602871,4,3602876,9,0,Interpolated civic 3 between same-street anchors 2 and 4.,access_id:3602870,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
197,,later_review,ready_for_later_manual_review,3533356,VIA CARLO ARDITO,4,,street_context_mismatch,point is near validated ANNCSU civics labelled VIALE SALVATORE RAFFAELE (4 of nearby context within 120 m),16.2998705,38.9356816,16.3082967,38.9548431,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2251.8,7,7,235.9,3533361,3,3533362,5,3533361,3,0,Interpolated civic 4 between same-street anchors 3 and 5.,access_id:3533356,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
198,,later_review,ready_for_later_manual_review,3533347,VIA CAPITOLO,5,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA CAPITOLO (6 of nearby context within 120 m),16.3201111,38.9817561,16.317545,38.97444,same_street_civic_number_interpolation,medium,candidate_requires_human_review,843.2,4,4,122.8,3533344,4,3533345,9,3533344,4,0,Interpolated civic 5 between same-street anchors 4 and 9.,access_id:3533347,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
199,,later_review,ready_for_later_manual_review,3533343,VIA CAPITOLO,3,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA CAPITANO MANFREDI (9 of nearby context within 120 m),16.305661,38.951164,16.3157122,38.9703258,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2301.1,4,4,184.2,3533342,1,3533344,4,3533342,1,0,Interpolated civic 3 between same-street anchors 1 and 4.,access_id:3533343,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
200,,later_review,ready_for_later_manual_review,3538989,VIA FRATELLI ROSSELLI,3,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA DEI BIZANTINI (7 of nearby context within 120 m),16.2776247,38.9607352,16.2774894,38.9634658,same_street_civic_number_interpolation,medium,candidate_requires_human_review,303.9,2,2,146.0,3538988,1,3538990,5,3538988,1,0,Interpolated civic 3 between same-street anchors 1 and 5.,access_id:3538989,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
201,,later_review,ready_for_later_manual_review,3534789,VIA DEGLI EUCALIPTI,14,,isolated_point,nearest same-street civic is 1075.5 m away,16.3338173,38.9235867,16.3318018,38.9403476,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1871.9,26,26,1077.3,3534788,12,3534800,15,3534790,16,0,Interpolated civic 14 between same-street anchors 12 and 15.,access_id:3534789,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
202,,later_review,ready_for_later_manual_review,3596317,TRAVERSA PRIMA DI VIA PITAGORA,50,,isolated_point,nearest same-street civic is 888.8 m away,16.3086319,38.9732888,16.3181112,38.9694087,same_street_civic_number_interpolation,medium,candidate_requires_human_review,926.1,23,23,887.5,3596316,48,3596318,52,3596312,40,0,Interpolated civic 50 between same-street anchors 48 and 52.,access_id:3596317,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
203,,later_review,ready_for_later_manual_review,3521555,CONTRADA QUATTROCCHI,19,,isolated_point,nearest same-street civic is 688.1 m away,16.2497599,38.977077,16.2412868,38.9758877,same_street_civic_number_interpolation,medium,candidate_requires_human_review,744.3,21,21,686.7,3521554,18,3521557,20,3521549,13,0,Interpolated civic 19 between same-street anchors 18 and 20.,access_id:3521555,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
204,,later_review,ready_for_later_manual_review,3520317,VIA CAVALIERE NICOLA AZZARITO,3,,isolated_point,nearest same-street civic is 640.9 m away,16.3078557,38.9553558,16.2976922,38.9451372,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1436.5,13,13,640.9,3520324,2,3520318,4,3520321,1,0,Interpolated civic 3 between same-street anchors 2 and 4.,access_id:3520317,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
205,,later_review,ready_for_later_manual_review,3538232,VIA GALILEO GALILEI,6,,isolated_point,nearest same-street civic is 2495.8 m away,16.318288,38.9670617,16.2856023,38.9676396,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2826.6,10,10,2490.4,3538231,4,3538233,8,3538228,2,0,Interpolated civic 6 between same-street anchors 4 and 8.,access_id:3538232,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
206,,later_review,ready_for_later_manual_review,3517365,TRAVERSA TERZA DI VIA SAVERIO D'IPPOLITO,2,,isolated_point,nearest same-street civic is 1185.2 m away,16.2368803,38.9263575,16.2234409,38.928473,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1186.1,5,5,1182.8,3517368,1,3517369,3,3517368,1,0,Interpolated civic 2 between same-street anchors 1 and 3.,access_id:3517365,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
207,,later_review,ready_for_later_manual_review,3572219,VIA CARCERI,2,,isolated_point,nearest same-street civic is 1015.7 m away,16.3011624,38.9410098,16.3103204,38.9634293,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2615.7,5,5,1017.5,3572218,1,3553500,3,3572221,6,0,Interpolated civic 2 between same-street anchors 1 and 3.,access_id:3572219,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
208,,later_review,ready_for_later_manual_review,3526605,TRAVERSA DODICESIMA DI VIA DEI BIZANTINI,6,,isolated_point,nearest same-street civic is 694.2 m away,16.2414073,38.9857433,16.2396769,38.9922281,same_street_civic_number_interpolation,medium,candidate_requires_human_review,736.4,4,4,695.4,3526604,4,3526600,8,3526602,1,0,Interpolated civic 6 between same-street anchors 4 and 8.,access_id:3526605,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
209,,later_review,ready_for_later_manual_review,3538246,VIA PODGORA,13,,isolated_point,nearest same-street civic is 918.8 m away,16.3068349,38.9690522,16.2948842,38.9663042,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1077.4,4,4,917.1,3538249,4,3538247,15,3538249,4,0,Interpolated civic 13 between same-street anchors 4 and 15.,access_id:3538246,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
