review_rank,review_batch_id,review_priority_band,candidate_review_status,access_id,street,civico,esponente,coordinate_quality_flag,coordinate_suspect_reason,source_lon,source_lat,candidate_lon,candidate_lat,candidate_method,candidate_confidence,candidate_status,distance_from_source_m,anchor_count,numeric_anchor_count,nearest_anchor_distance_m,lower_anchor_access_id,lower_anchor_civic,upper_anchor_access_id,upper_anchor_civic,nearest_anchor_access_id,nearest_anchor_civic,external_geocoder_candidate_count,candidate_explanation,suggested_workbench_filter,recommended_review_action,notes
260,,later_review,ready_for_later_manual_review,3530370,VIA FRANCESCO ANTONIO D'IPPOLITO,1,,same_street_outlier,1029.7 m from same-street cluster centroid; nearest same-street civic is 1035.1 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 1120.2 m away,16.3179626,38.9722378,16.3060944,38.973306,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1032.8,14,14,1032.8,,,3530369,2,3530390,5,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3530370,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
261,,later_review,ready_for_later_manual_review,3512554,CONTRADA MISA',25,,same_street_outlier,2197.9 m from same-street cluster centroid; nearest same-street civic is 1742.2 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 1743.8 m away,16.3525418,38.9600919,16.3325527,38.9617735,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1738.4,14,14,1738.4,,,3512555,42,3512548,109,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3512554,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
262,,later_review,ready_for_later_manual_review,3514822,CONTRADA AGLI,60,,same_street_outlier,3030.7 m from same-street cluster centroid; nearest same-street civic is 808.2 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3492.7 m away,16.3063895,38.9837248,16.3445538,38.9755301,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,3422.4,14,14,3422.4,3514831,56,,,3514833,8,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3514822,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
263,,later_review,ready_for_later_manual_review,3536031,VIA FRANCESCO PETRARCA,2,,same_street_outlier,6105.0 m from same-street cluster centroid; nearest same-street civic is 6368.9 m away; progressive civic-number neighbour is 6836.4 m away,16.3527644,38.983629,16.2819868,38.9681184,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,6356.8,14,14,6356.8,,,3536039,4,3536038,31,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3536031,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
264,,later_review,ready_for_later_manual_review,3512549,CONTRADA MISA',11,,same_street_outlier,9503.1 m from same-street cluster centroid; nearest same-street civic is 10027.7 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 11558.1 m away,16.240946,39.0171837,16.3323829,38.9617684,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,10021.0,14,14,10021.0,,,3512555,42,3512553,192,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3512549,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
265,,later_review,ready_for_later_manual_review,3516506,VIA CARLO MARIA TALARICO,16,,same_street_outlier,2159.4 m from same-street cluster centroid; nearest same-street civic is 1792.7 m away,16.3205422,38.9778416,16.3105011,38.9637185,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1794.4,13,13,1794.4,3516505,14,,,3516510,5,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3516506,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
266,,later_review,ready_for_later_manual_review,3539351,CONTRADA MURETTO,95,,same_street_outlier,4574.9 m from same-street cluster centroid; nearest same-street civic is 2503.6 m away; progressive civic-number neighbour is 2503.6 m away,16.3162964,38.9839482,16.2875193,38.9818621,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2498.2,13,13,2498.2,3539347,93,,,3539347,93,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3539351,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
267,,later_review,ready_for_later_manual_review,3533364,VIA CARLO GOLDONI,1,,same_street_outlier,progressive civic-number neighbour is 2154.4 m away,16.3122022,38.9571591,16.3091955,38.9581872,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,284.0,12,12,284.0,,,3533367,2,3533373,4,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3533364,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
268,,later_review,ready_for_later_manual_review,3600828,VICO SECONDO SANT'ANTONIO,1,,same_street_outlier,nearest same-street civic is 706.4 m away; progressive civic-number neighbour is 752.3 m away,16.3234707,38.9805409,16.3213511,38.9743953,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,707.5,12,12,707.5,,,3600834,2,3600837,5,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3600828,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
269,,later_review,ready_for_later_manual_review,3536861,VIA GIOVAN BATTISTA E GIUSEPPE PARRACOCCHIA,16,,same_street_outlier,nearest same-street civic is 840.6 m away; progressive civic-number neighbour is 1063.1 m away,16.2948038,38.9597986,16.2913744,38.9527138,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,841.8,12,12,841.8,3536866,14,,,3536867,2,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3536861,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
270,,later_review,ready_for_later_manual_review,3515129,VIA EMILIO BARBERIO,1,,same_street_outlier,1470.3 m from same-street cluster centroid; nearest same-street civic is 1583.9 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 1592.3 m away,16.3224727,38.9657559,16.3227142,38.9800251,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1586.8,12,12,1586.8,,,3515126,5,3515134,23,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3515129,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
271,,later_review,ready_for_later_manual_review,3539361,CONTRADA PAPAZZO,145,,same_street_outlier,6754.8 m from same-street cluster centroid; nearest same-street civic is 7438.5 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 7606.5 m away,16.2951503,38.9208785,16.3163631,38.9858204,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,7450.5,12,12,7450.5,3539360,133,,,3539368,91,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3539361,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
272,,later_review,ready_for_later_manual_review,3539362,CONTRADA PAPAZZO,151,,same_street_outlier,7122.7 m from same-street cluster centroid; nearest same-street civic is 7877.6 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 8121.9 m away,16.2273318,38.9713808,16.3163631,38.9858204,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,7861.6,12,12,7861.6,3539360,133,,,3539368,91,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3539362,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
273,,later_review,ready_for_later_manual_review,3521273,VIA NAPOLEONE BRUNO RUBERTO,69,,same_street_outlier,nearest same-street civic is 929.7 m away; progressive civic-number neighbour is 1063.1 m away,16.2948038,38.9597986,16.3020105,38.9660038,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,929.7,11,11,929.7,3521271,58,,,3521268,48,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3521273,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
274,,later_review,ready_for_later_manual_review,3521272,VIA NAPOLEONE BRUNO RUBERTO,22,,same_street_outlier,nearest same-street civic is 1470.4 m away; progressive civic-number neighbour is 1577.1 m away,16.3198823,38.9728635,16.3043238,38.9675729,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1468.1,11,11,1468.1,,,3521279,40,3521280,42,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3521272,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
275,,later_review,ready_for_later_manual_review,3513981,TRAVERSA SECONDA DI VIA ENRICO TOTI,19,,same_street_outlier,nearest same-street civic is 2009.5 m away; progressive civic-number neighbour is 2009.5 m away,16.2931475,38.9687068,16.3150233,38.9747244,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2006.0,11,11,2006.0,3513980,17,,,3513980,17,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3513981,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
276,,later_review,ready_for_later_manual_review,3512806,VIA MIRELLA STAGLIANO',99,,same_street_outlier,nearest same-street civic is 2351.1 m away; progressive civic-number neighbour is 2769.6 m away,16.293938,38.9637101,16.287134,38.9432039,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2354.9,11,11,2354.9,3512805,97,,,3512809,67,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3512806,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
277,,later_review,ready_for_later_manual_review,3523910,VIA OSVALDO CERMINARA,22,,same_street_outlier,3530.8 m from same-street cluster centroid; nearest same-street civic is 3771.9 m away; progressive civic-number neighbour is 3771.9 m away,16.3161703,38.9722584,16.3354403,38.9417856,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,3775.9,11,11,3775.9,3523909,21,,,3523909,21,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3523910,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
278,,later_review,ready_for_later_manual_review,3535806,TRAVERSA TERZA DI VIA DEI BIZANTINI,9,,same_street_outlier,nearest same-street civic is 920.7 m away; progressive civic-number neighbour is 950.7 m away,16.3095038,38.9638454,16.3161391,38.9703244,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,920.9,10,10,920.9,3535805,8,,,3535792,5,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3535806,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
279,,later_review,ready_for_later_manual_review,3530706,VIA ADIGE,23,,same_street_outlier,2636.0 m from same-street cluster centroid; nearest same-street civic is 2874.6 m away; rare census-cell placement for same-street civics; point is near validated ANNCSU civics labelled VIA AFRICA (13 of nearby context within 120 m); progressive civic-number neighbour is 2874.6 m away,16.3380281,38.9497387,16.3199156,38.9714371,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2876.4,10,10,2876.4,3530705,21,,,3530705,21,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3530706,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
280,,later_review,ready_for_later_manual_review,3539018,VIA MONTE BOTTE DONATO,1,,same_street_outlier,3655.6 m from same-street cluster centroid; nearest same-street civic is 4007.4 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4007.4 m away,16.3488614,38.9838451,16.3306953,38.9506407,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,4012.3,10,10,4012.3,,,3539015,3,3539015,3,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3539018,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
281,,later_review,ready_for_later_manual_review,3535681,VIA DEL LAVORO,1,,same_street_outlier,4055.8 m from same-street cluster centroid; nearest same-street civic is 4234.9 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 5161.4 m away,16.327678,38.940753,16.2859167,38.9605653,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,4230.2,10,10,4230.2,,,3535684,3,3535700,9,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3535681,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
282,,later_review,ready_for_later_manual_review,3571944,VIA FRANCESCO RISMONDI,3,,same_street_outlier,nearest same-street civic is 731.9 m away; progressive civic-number neighbour is 786.2 m away,16.3155395,38.9733895,16.3071195,38.9728606,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,730.3,8,8,730.3,,,3571955,7,3571939,17,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3571944,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
283,,later_review,ready_for_later_manual_review,3518288,VIA RENO,2,,same_street_outlier,1031.4 m from same-street cluster centroid; nearest same-street civic is 1153.2 m away; progressive civic-number neighbour is 1155.2 m away,16.3194662,38.9696298,16.3072867,38.9738198,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1151.4,8,8,1151.4,,,3518289,4,3518286,16,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3518288,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
284,,later_review,ready_for_later_manual_review,3528159,TRAVERSA SECONDA DI VIA MADONNA DELLA SPINA,13,,same_street_outlier,1379.3 m from same-street cluster centroid; nearest same-street civic is 1485.5 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 1599.4 m away,16.3085967,38.9748576,16.3213753,38.9659335,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1485.0,8,8,1485.0,3528158,11,,,3528157,1,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3528159,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
285,,later_review,ready_for_later_manual_review,3533200,VIA GENERALE PIETRO CRISTAUDO,1,,same_street_outlier,2250.7 m from same-street cluster centroid; nearest same-street civic is 2487.9 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 2489.7 m away,16.2898468,38.9639219,16.3141144,38.9759039,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2485.3,8,8,2485.3,,,3533198,6,3533206,9,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3533200,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
286,,later_review,ready_for_later_manual_review,3535415,VIA CESARE BATTISTI,1,,same_street_outlier,nearest same-street civic is 3071.6 m away; progressive civic-number neighbour is 3089.2 m away,16.3157049,38.9729972,16.2805512,38.969413,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,3065.1,8,8,3065.1,,,3535419,6,3535422,41,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3535415,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
287,,later_review,ready_for_later_manual_review,3515382,LARGO CAPORALE,1,,same_street_outlier,3884.9 m from same-street cluster centroid; nearest same-street civic is 4365.0 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4375.9 m away,16.3199453,38.9763173,16.2712002,38.9663765,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,4356.6,8,8,4356.6,,,3515388,2,3515384,8,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3515382,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
288,,later_review,ready_for_later_manual_review,3569584,VIA GIUSEPPE CASTALDI,1,,same_street_outlier,1002.3 m from same-street cluster centroid; nearest same-street civic is 1132.6 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 1142.0 m away,16.2852272,38.967321,16.2730542,38.9636027,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1130.7,7,7,1130.7,,,3569580,3,3569582,4,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3569584,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
289,,later_review,ready_for_later_manual_review,3512767,VIA DEI TAURINI,48,,same_street_outlier,nearest same-street civic is 738.5 m away; progressive civic-number neighbour is 939.2 m away,16.3127229,38.942348,16.3042105,38.9420582,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,736.9,6,6,736.9,3512770,28,,,3512766,14,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3512767,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
290,,later_review,ready_for_later_manual_review,3530507,CONTRADA PROCESSIONE STOCCO,55,,same_street_outlier,nearest same-street civic is 1096.5 m away; progressive civic-number neighbour is 1096.5 m away,16.3219329,38.9763846,16.310898,38.9812238,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1095.2,6,6,1095.2,,,3530508,57,3530508,57,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3530507,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
291,,later_review,ready_for_later_manual_review,3534991,VIA ISNARDI,22,,same_street_outlier,nearest same-street civic is 2750.3 m away; progressive civic-number neighbour is 2750.3 m away,16.3129278,38.9656035,16.2812011,38.9648469,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2744.3,6,6,2744.3,3534986,20,,,3534986,20,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3534991,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
292,,later_review,ready_for_later_manual_review,3517125,VIA DOMENICO CURCIO,16,,same_street_outlier,nearest same-street civic is 3019.6 m away; progressive civic-number neighbour is 3023.3 m away,16.2811602,38.9699342,16.3136017,38.9599977,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,3014.6,6,6,3014.6,3517124,14,,,3517123,10,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3517125,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
293,,later_review,ready_for_later_manual_review,3517126,VIA DOMENICO CURCIO,1,,same_street_outlier,nearest same-street civic is 3284.5 m away; progressive civic-number neighbour is 3338.2 m away,16.3339418,38.9856768,16.3139161,38.9605494,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,3286.9,6,6,3286.9,,,3517127,3,3517124,14,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3517126,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
294,,later_review,ready_for_later_manual_review,3594007,VIA ANTONIO DE GRAZIA,3,,same_street_outlier,2827.7 m from same-street cluster centroid; nearest same-street civic is 3282.8 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3289.7 m away,16.341468,38.9847712,16.3337339,38.9558163,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,3288.3,6,6,3288.3,,,3594008,5,3594006,17,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3594007,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
295,,later_review,ready_for_later_manual_review,3574468,VIA BORBONI DI NAPOLI,13,,same_street_outlier,nearest same-street civic is 652.5 m away; progressive civic-number neighbour is 4231.0 m away,16.3166785,38.9760273,16.3232041,38.9789623,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,651.7,5,5,651.7,3574467,11,,,3574469,3,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3574468,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
296,,later_review,ready_for_later_manual_review,3519473,VIA PASQUALE PALADINO,1,,same_street_outlier,nearest same-street civic is 1059.8 m away; progressive civic-number neighbour is 2501.3 m away,16.3022644,38.9536127,16.3129823,38.9582114,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1058.5,5,5,1058.5,,,3519478,6,3519475,14,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3519473,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
297,,later_review,ready_for_later_manual_review,3593970,TRAVERSA TERZA DI VIA MADONNA DELLA SPINA,9,,same_street_outlier,nearest same-street civic is 1718.0 m away; point is near validated ANNCSU civics labelled VIA ALIDA NUCIFERO (10 of nearby context within 120 m); progressive civic-number neighbour is 1725.9 m away,16.2235183,38.9284666,16.2426071,38.92431,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1714.7,5,5,1714.7,3593969,6,,,3593967,4,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3593970,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
298,,later_review,ready_for_later_manual_review,3536876,VIA DEI PIOPPI,12,,same_street_outlier,nearest same-street civic is 2439.5 m away; progressive civic-number neighbour is 3294.9 m away,16.3146158,38.9519068,16.3145257,38.9738866,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2444.1,5,5,2444.1,3536875,10,,,3536873,6,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3536876,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
299,,later_review,ready_for_later_manual_review,3514695,VIA DEI FAGGI,1,,same_street_outlier,2183.3 m from same-street cluster centroid; nearest same-street civic is 2612.5 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 2616.3 m away,16.3133985,38.9508792,16.3056893,38.9736356,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2616.7,5,5,2616.7,,,3514702,3,3514698,104,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3514695,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
300,,later_review,ready_for_later_manual_review,3518004,VIA MARSALA,6,,same_street_outlier,2229.2 m from same-street cluster centroid; nearest same-street civic is 2629.2 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 2697.6 m away,16.3162964,38.9756021,16.3020532,38.9546855,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2631.7,5,5,2631.7,3518003,4,,,3518001,1,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3518004,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
301,,later_review,ready_for_later_manual_review,3562887,VIA MONTE COCUZZO,1,,same_street_outlier,nearest same-street civic is 3541.8 m away; progressive civic-number neighbour is 3688.6 m away,16.3073521,38.9722297,16.3458472,38.9829754,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,3535.6,5,5,3535.6,,,3562888,2,3562889,4,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3562887,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
302,,later_review,ready_for_later_manual_review,3517718,VIA MARZABOTTO,17,,same_street_outlier,3332.4 m from same-street cluster centroid; nearest same-street civic is 3749.6 m away; progressive civic-number neighbour is 3749.6 m away,16.318767,38.9738466,16.277084,38.9647636,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,3742.4,5,5,3742.4,3517717,16,,,3517717,16,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3517718,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
303,,later_review,ready_for_later_manual_review,3519358,VIA PASQUALE D'AMICO,27,,same_street_outlier,3797.7 m from same-street cluster centroid; nearest same-street civic is 4436.6 m away; progressive civic-number neighbour is 4436.6 m away,16.2849084,38.9656171,16.3238788,38.9396955,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,4434.4,5,5,4434.4,3598536,10,,,3598536,10,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3519358,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
304,,later_review,ready_for_later_manual_review,3517115,CONTRADA CARRA' VOLPE,70,,same_street_outlier,nearest same-street civic is 3292.7 m away; progressive civic-number neighbour is 6755.3 m away,16.2915104,38.9390382,16.3240656,38.9804805,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,5399.9,5,5,5399.9,3517118,68,,,3515056,13,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3517115,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
305,,later_review,ready_for_later_manual_review,3591897,TRAVERSA TERZA DI VIA MADONNA DELLA SPINA,1,,same_street_outlier,6963.4 m from same-street cluster centroid; nearest same-street civic is 7968.0 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 7982.1 m away,16.3072269,38.9758221,16.2429884,38.9244606,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,7967.2,5,5,7967.2,,,3591898,2,3593966,3,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3591897,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
306,,later_review,ready_for_later_manual_review,3515055,CONTRADA CARRA' VOLPE,81,B,same_street_outlier,nearest same-street civic is 7927.5 m away; progressive civic-number neighbour is 7927.5 m away,16.2500567,38.8753757,16.2414264,38.9856819,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,12288.2,5,5,12288.2,3517118,68,,,3517118,68,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3515055,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
307,,later_review,ready_for_later_manual_review,3523695,CONTRADA FICARELLA,36,,same_street_outlier,nearest same-street civic is 2596.4 m away; point is near validated ANNCSU civics labelled CONTRADA MIGLIERINA (7 of nearby context within 120 m); progressive civic-number neighbour is 13967.0 m away,16.2541053,39.0015425,16.2354937,38.876711,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,13973.7,5,5,13973.7,3523694,32,,,3523696,6,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3523695,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
308,,later_review,ready_for_later_manual_review,3569753,VICO PESCE,4,,same_street_outlier,nearest same-street civic is 832.2 m away; progressive civic-number neighbour is 832.2 m away,16.3199078,38.9739991,16.3232475,38.9810296,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,833.4,4,4,833.4,,,3569754,5,3569754,5,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3569753,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
