election_id,round,section_number,mayor_candidate_id,votes,source_doc_id,validation_status,notes
comunali_lamezia_2025,1,40,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,50,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,40,comunali_lamezia_2025_mayor_murone_mario,224,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,41,comunali_lamezia_2025_mayor_lo_moro_doris,180,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,41,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,140,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,41,comunali_lamezia_2025_mayor_murone_mario,371,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,42,comunali_lamezia_2025_mayor_lo_moro_doris,84,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,42,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,40,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,42,comunali_lamezia_2025_mayor_murone_mario,176,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,43,comunali_lamezia_2025_mayor_lo_moro_doris,95,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,43,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,52,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,43,comunali_lamezia_2025_mayor_murone_mario,214,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,44,comunali_lamezia_2025_mayor_lo_moro_doris,33,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,44,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,75,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,44,comunali_lamezia_2025_mayor_murone_mario,233,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,45,comunali_lamezia_2025_mayor_lo_moro_doris,54,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,45,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,17,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,45,comunali_lamezia_2025_mayor_murone_mario,84,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,46,comunali_lamezia_2025_mayor_lo_moro_doris,29,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,46,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,10,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,46,comunali_lamezia_2025_mayor_murone_mario,146,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,47,comunali_lamezia_2025_mayor_lo_moro_doris,6,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,47,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,0,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,47,comunali_lamezia_2025_mayor_murone_mario,49,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
