election_id,round,section_number,list_number,votes,source_doc_id,validation_status,notes
comunali_lamezia_2025,1,15,3,25,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,4,44,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,5,6,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,6,53,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,7,4,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,8,5,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,9,12,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,10,29,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,11,12,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,12,25,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,13,7,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,15,14,31,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,1,35,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,2,17,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,3,15,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,4,32,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,5,7,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,6,55,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,7,3,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,8,3,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,9,13,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,10,38,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,11,18,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,12,23,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,13,30,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,16,14,27,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,17,1,69,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,17,2,11,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,17,3,35,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,17,4,68,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,17,5,20,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,17,6,30,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,
